"Imbalance settlement period CET/CEST","Generation / + Imbalance price [EUR/MWh] - MBA|DK2","Generation / - Imbalance price [EUR/MWh] - MBA|DK2","Price for consumption [EUR/MWh] - MBA|DK2","Currency","Status","Total Imbalance [MWh] - MBA|DK2","Difference","Situation","Status"
"04.03.2020 20:00 - 04.03.2020 21:00","43.58","54.00","54.00","EUR","Estimated","403","","","Final"
"04.03.2020 21:00 - 04.03.2020 22:00","37.53","47.30","47.30","EUR","Estimated","340","","","Final"
"04.03.2020 22:00 - 04.03.2020 23:00","33.92","49.00","49.00","EUR","Estimated","86","","","Final"
"04.03.2020 23:00 - 05.03.2020 00:00","31.82","49.29","49.29","EUR","Estimated","131","","","Final"
"05.03.2020 00:00 - 05.03.2020 01:00","30.24","30.24","30.24","EUR","Estimated","163","","","Final"
"05.03.2020 01:00 - 05.03.2020 02:00","29.08","29.08","29.08","EUR","Estimated","119","","","Final"
"05.03.2020 02:00 - 05.03.2020 03:00","28.35","28.35","28.35","EUR","Estimated","112","","","Final"
"05.03.2020 03:00 - 05.03.2020 04:00","28.62","28.62","28.62","EUR","Estimated","53","","","Final"
"05.03.2020 04:00 - 05.03.2020 05:00","29.51","29.51","29.51","EUR","Estimated","83","","","Final"
"05.03.2020 05:00 - 05.03.2020 06:00","30.79","30.79","30.79","EUR","Estimated","60","","","Final"
"05.03.2020 06:00 - 05.03.2020 07:00","38.66","38.66","38.66","EUR","Estimated","308","","","Final"
"05.03.2020 07:00 - 05.03.2020 08:00","45.61","45.61","45.61","EUR","Estimated","351","","","Final"
"05.03.2020 08:00 - 05.03.2020 09:00","54.64","54.64","54.64","EUR","Estimated","265","","","Final"
"05.03.2020 09:00 - 05.03.2020 10:00","13.64","49.78","13.64","EUR","Estimated","286","","","Final"
"05.03.2020 10:00 - 05.03.2020 11:00","13.00","42.09","13.00","EUR","Estimated","152","","","Final"
"05.03.2020 11:00 - 05.03.2020 12:00","40.99","40.99","40.99","EUR","Estimated","235","","","Final"
"05.03.2020 12:00 - 05.03.2020 13:00","41.97","41.97","41.97","EUR","Estimated","121","","","Final"
"05.03.2020 13:00 - 05.03.2020 14:00","12.50","40.51","12.50","EUR","Estimated","121","","","Final"
"05.03.2020 14:00 - 05.03.2020 15:00","11.00","37.94","11.00","EUR","Estimated","254","","","Final"
"05.03.2020 15:00 - 05.03.2020 16:00","11.00","36.75","11.00","EUR","Estimated","317","","","Final"
"05.03.2020 16:00 - 05.03.2020 17:00","11.00","37.03","11.00","EUR","Estimated","390","","","Final"
"05.03.2020 17:00 - 05.03.2020 18:00","11.00","39.87","11.00","EUR","Estimated","320","","","Final"
"05.03.2020 18:00 - 05.03.2020 19:00","12.00","52.07","12.00","EUR","Estimated","214","","","Final"
"05.03.2020 19:00 - 05.03.2020 20:00","35.82","35.82","35.82","EUR","Estimated","154","","","Final"
"05.03.2020 20:00 - 05.03.2020 21:00","30.24","53.53","53.53","EUR","Estimated","271","","","Final"
"05.03.2020 21:00 - 05.03.2020 22:00","27.85","49.00","49.00","EUR","Estimated","140","","","Final"
"05.03.2020 22:00 - 05.03.2020 23:00","26.90","26.90","26.90","EUR","Estimated","557","","","Final"
"05.03.2020 23:00 - 06.03.2020 00:00","25.30","25.30","25.30","EUR","Estimated","445","","","Final"
"06.03.2020 00:00 - 06.03.2020 01:00","11.00","24.55","11.00","EUR","Estimated","368","","","Final"
"06.03.2020 01:00 - 06.03.2020 02:00","10.00","22.96","10.00","EUR","Estimated","476","","","Final"
"06.03.2020 02:00 - 06.03.2020 03:00","10.10","18.46","10.10","EUR","Estimated","425","","","Final"
"06.03.2020 03:00 - 06.03.2020 04:00","11.00","15.59","11.00","EUR","Estimated","432","","","Final"
"06.03.2020 04:00 - 06.03.2020 05:00","11.00","15.53","11.00","EUR","Estimated","276","","","Final"
"06.03.2020 05:00 - 06.03.2020 06:00","10.50","16.02","10.50","EUR","Estimated","464","","","Final"
"06.03.2020 06:00 - 06.03.2020 07:00","10.50","28.80","10.50","EUR","Estimated","196","","","Final"
"06.03.2020 07:00 - 06.03.2020 08:00","12.50","33.41","12.50","EUR","Estimated","166","","","Final"
"06.03.2020 08:00 - 06.03.2020 09:00","35.90","56.00","56.00","EUR","Estimated","246","","","Final"
"06.03.2020 09:00 - 06.03.2020 10:00","35.10","35.10","35.10","EUR","Estimated","209","","","Final"
"06.03.2020 10:00 - 06.03.2020 11:00","34.68","79.00","79.00","EUR","Estimated","229","","","Final"
"06.03.2020 11:00 - 06.03.2020 12:00","35.16","56.00","56.00","EUR","Estimated","287","","","Final"
"06.03.2020 12:00 - 06.03.2020 13:00","31.29","58.01","58.01","EUR","Estimated","143","","","Final"
"06.03.2020 13:00 - 06.03.2020 14:00","18.40","64.01","64.01","EUR","Estimated","315","","","Final"
"06.03.2020 14:00 - 06.03.2020 15:00","14.91","64.01","64.01","EUR","Estimated","381","","","Final"
"06.03.2020 15:00 - 06.03.2020 16:00","15.97","52.22","52.22","EUR","Estimated","410","","","Final"
"06.03.2020 16:00 - 06.03.2020 17:00","19.93","53.54","53.54","EUR","Estimated","423","","","Final"
"06.03.2020 17:00 - 06.03.2020 18:00","34.16","61.00","61.00","EUR","Estimated","509","","","Final"
"06.03.2020 18:00 - 06.03.2020 19:00","37.30","66.92","66.92","EUR","Estimated","356","","","Final"
"06.03.2020 19:00 - 06.03.2020 20:00","33.36","79.61","79.61","EUR","Estimated","411","","","Final"
"06.03.2020 20:00 - 06.03.2020 21:00","32.07","79.64","79.64","EUR","Estimated","200","","","Final"
"06.03.2020 21:00 - 06.03.2020 22:00","31.71","66.90","66.90","EUR","Estimated","325","","","Final"
"06.03.2020 22:00 - 06.03.2020 23:00","30.50","30.50","30.50","EUR","Estimated","184","","","Final"
"06.03.2020 23:00 - 07.03.2020 00:00","28.54","28.54","28.54","EUR","Estimated","209","","","Final"
"07.03.2020 00:00 - 07.03.2020 01:00","31.01","31.01","31.01","EUR","Estimated","88","","","Final"
"07.03.2020 01:00 - 07.03.2020 02:00","25.50","25.50","25.50","EUR","Estimated","87","","","Final"
"07.03.2020 02:00 - 07.03.2020 03:00","24.51","24.51","24.51","EUR","Estimated","64","","","Final"
"07.03.2020 03:00 - 07.03.2020 04:00","24.03","50.45","50.45","EUR","Estimated","71","","","Final"
"07.03.2020 04:00 - 07.03.2020 05:00","24.47","46.86","46.86","EUR","Estimated","62","","","Final"
"07.03.2020 05:00 - 07.03.2020 06:00","24.41","24.41","24.41","EUR","Estimated","94","","","Final"
"07.03.2020 06:00 - 07.03.2020 07:00","26.25","26.25","26.25","EUR","Estimated","246","","","Final"
"07.03.2020 07:00 - 07.03.2020 08:00","11.00","30.40","11.00","EUR","Estimated","468","","","Final"
"07.03.2020 08:00 - 07.03.2020 09:00","11.00","33.58","11.00","EUR","Estimated","392","","","Final"
"07.03.2020 09:00 - 07.03.2020 10:00","35.00","35.00","35.00","EUR","Estimated","409","","","Final"
"07.03.2020 10:00 - 07.03.2020 11:00","30.40","30.40","30.40","EUR","Estimated","375","","","Final"
"07.03.2020 11:00 - 07.03.2020 12:00","28.10","28.10","28.10","EUR","Estimated","279","","","Final"
"07.03.2020 12:00 - 07.03.2020 13:00","26.08","26.08","26.08","EUR","Estimated","302","","","Final"
"07.03.2020 13:00 - 07.03.2020 14:00","11.00","25.06","11.00","EUR","Estimated","446","","","Final"
"07.03.2020 14:00 - 07.03.2020 15:00","11.00","24.94","11.00","EUR","Estimated","439","","","Final"
"07.03.2020 15:00 - 07.03.2020 16:00","11.00","25.00","11.00","EUR","Estimated","488","","","Final"
"07.03.2020 16:00 - 07.03.2020 17:00","10.02","29.54","10.02","EUR","Estimated","410","","","Final"
"07.03.2020 17:00 - 07.03.2020 18:00","11.00","35.79","11.00","EUR","Estimated","384","","","Final"
"07.03.2020 18:00 - 07.03.2020 19:00","11.00","38.65","11.00","EUR","Estimated","158","","","Final"
"07.03.2020 19:00 - 07.03.2020 20:00","39.95","52.00","52.00","EUR","Estimated","198","","","Final"
"07.03.2020 20:00 - 07.03.2020 21:00","35.00","35.00","35.00","EUR","Estimated","342","","","Final"
"07.03.2020 21:00 - 07.03.2020 22:00","5.00","27.17","5.00","EUR","Estimated","657","","","Final"
"07.03.2020 22:00 - 07.03.2020 23:00","4.77","18.45","4.77","EUR","Estimated","578","","","Final"
"07.03.2020 23:00 - 08.03.2020 00:00","4.00","11.99","4.00","EUR","Estimated","634","","","Final"
"08.03.2020 00:00 - 08.03.2020 01:00","4.30","9.91","4.30","EUR","Estimated","378","","","Final"
"08.03.2020 01:00 - 08.03.2020 02:00","4.00","9.63","4.00","EUR","Estimated","227","","","Final"
"08.03.2020 02:00 - 08.03.2020 03:00","2.86","9.47","2.86","EUR","Estimated","400","","","Final"
"08.03.2020 03:00 - 08.03.2020 04:00","2.86","9.02","2.86","EUR","Estimated","224","","","Final"
"08.03.2020 04:00 - 08.03.2020 05:00","2.00","8.66","2.00","EUR","Estimated","398","","","Final"
"08.03.2020 05:00 - 08.03.2020 06:00","1.00","8.72","1.00","EUR","Estimated","453","","","Final"
"08.03.2020 06:00 - 08.03.2020 07:00","1.00","8.67","1.00","EUR","Estimated","396","","","Final"
"08.03.2020 07:00 - 08.03.2020 08:00","2.50","9.21","2.50","EUR","Estimated","334","","","Final"
"08.03.2020 08:00 - 08.03.2020 09:00","2.50","9.43","2.50","EUR","Estimated","143","","","Final"
"08.03.2020 09:00 - 08.03.2020 10:00","4.00","9.38","4.00","EUR","Estimated","152","","","Final"
"08.03.2020 10:00 - 08.03.2020 11:00","5.00","9.58","5.00","EUR","Estimated","192","","","Final"
"08.03.2020 11:00 - 08.03.2020 12:00","5.00","9.40","5.00","EUR","Estimated","279","","","Final"
"08.03.2020 12:00 - 08.03.2020 13:00","3.00","8.93","3.00","EUR","Estimated","127","","","Final"
"08.03.2020 13:00 - 08.03.2020 14:00","0.50","8.43","0.50","EUR","Estimated","177","","","Final"
"08.03.2020 14:00 - 08.03.2020 15:00","0.50","8.77","0.50","EUR","Estimated","198","","","Final"
"08.03.2020 15:00 - 08.03.2020 16:00","0.50","9.56","0.50","EUR","Estimated","264","","","Final"
"08.03.2020 16:00 - 08.03.2020 17:00","2.10","9.73","2.10","EUR","Estimated","173","","","Final"
"08.03.2020 17:00 - 08.03.2020 18:00","6.00","10.04","6.00","EUR","Estimated","168","","","Final"
"08.03.2020 18:00 - 08.03.2020 19:00","6.21","10.59","6.21","EUR","Estimated","251","","","Final"
"08.03.2020 19:00 - 08.03.2020 20:00","6.21","10.55","6.21","EUR","Estimated","417","","","Final"
"08.03.2020 20:00 - 08.03.2020 21:00","6.00","10.10","6.00","EUR","Estimated","431","","","Final"
"08.03.2020 21:00 - 08.03.2020 22:00","6.00","24.06","6.00","EUR","Estimated","465","","","Final"
"08.03.2020 22:00 - 08.03.2020 23:00","5.00","23.91","5.00","EUR","Estimated","536","","","Final"
"08.03.2020 23:00 - 09.03.2020 00:00","5.00","21.57","5.00","EUR","Estimated","570","","","Final"
"09.03.2020 00:00 - 09.03.2020 01:00","5.00","8.74","5.00","EUR","Estimated","173","","","Final"
"09.03.2020 01:00 - 09.03.2020 02:00","3.00","25.00","3.00","EUR","Estimated","255","","","Final"
"09.03.2020 02:00 - 09.03.2020 03:00","3.00","25.09","3.00","EUR","Estimated","164","","","Final"
"09.03.2020 03:00 - 09.03.2020 04:00","4.00","24.77","4.00","EUR","Estimated","168","","","Final"
"09.03.2020 04:00 - 09.03.2020 05:00","5.73","24.47","5.73","EUR","Estimated","104","","","Final"
"09.03.2020 05:00 - 09.03.2020 06:00","25.30","49.10","49.10","EUR","Estimated","116","","","Final"
"09.03.2020 06:00 - 09.03.2020 07:00","37.10","49.07","49.07","EUR","Estimated","99","","","Final"
"09.03.2020 07:00 - 09.03.2020 08:00","46.99","46.99","46.99","EUR","Estimated","287","","","Final"
"09.03.2020 08:00 - 09.03.2020 09:00","50.27","50.27","50.27","EUR","Estimated","288","","","Final"
"09.03.2020 09:00 - 09.03.2020 10:00","7.00","45.65","7.00","EUR","Estimated","222","","","Final"
"09.03.2020 10:00 - 09.03.2020 11:00","7.00","40.44","7.00","EUR","Estimated","52","","","Final"
"09.03.2020 11:00 - 09.03.2020 12:00","7.50","40.35","7.50","EUR","Estimated","106","","","Final"
"09.03.2020 12:00 - 09.03.2020 13:00","8.50","36.88","8.50","EUR","Estimated","28","","","Final"
"09.03.2020 13:00 - 09.03.2020 14:00","35.49","60.24","60.24","EUR","Estimated","108","","","Final"
"09.03.2020 14:00 - 09.03.2020 15:00","33.75","60.24","60.24","EUR","Estimated","197","","","Final"
"09.03.2020 15:00 - 09.03.2020 16:00","35.86","53.00","53.00","EUR","Estimated","101","","","Final"
"09.03.2020 16:00 - 09.03.2020 17:00","38.35","53.00","53.00","EUR","Estimated","497","","","Final"
"09.03.2020 17:00 - 09.03.2020 18:00","45.23","45.23","45.23","EUR","Estimated","567","","","Final"
"09.03.2020 18:00 - 09.03.2020 19:00","54.16","54.16","54.16","EUR","Estimated","364","","","Final"
"09.03.2020 19:00 - 09.03.2020 20:00","58.98","58.98","58.98","EUR","Estimated","640","","","Final"
"09.03.2020 20:00 - 09.03.2020 21:00","6.50","40.50","6.50","EUR","Estimated","657","","","Final"
"09.03.2020 21:00 - 09.03.2020 22:00","6.50","35.98","6.50","EUR","Estimated","559","","","Final"
"09.03.2020 22:00 - 09.03.2020 23:00","6.50","34.97","6.50","EUR","Estimated","306","","","Final"
"09.03.2020 23:00 - 10.03.2020 00:00","6.20","26.68","6.20","EUR","Estimated","316","","","Final"
"10.03.2020 00:00 - 10.03.2020 01:00","6.43","18.44","6.43","EUR","Estimated","53","","","Final"
"10.03.2020 01:00 - 10.03.2020 02:00","7.50","9.19","7.50","EUR","Estimated","153","","","Final"
"10.03.2020 02:00 - 10.03.2020 03:00","7.50","8.96","7.50","EUR","Estimated","207","","","Final"
"10.03.2020 03:00 - 10.03.2020 04:00","6.00","9.26","6.00","EUR","Estimated","281","","","Final"
"10.03.2020 04:00 - 10.03.2020 05:00","5.05","9.93","5.05","EUR","Estimated","210","","","Final"
"10.03.2020 05:00 - 10.03.2020 06:00","5.05","9.86","5.05","EUR","Estimated","305","","","Final"
"10.03.2020 06:00 - 10.03.2020 07:00","5.60","11.82","5.60","EUR","Estimated","604","","","Final"
"10.03.2020 07:00 - 10.03.2020 08:00","7.00","28.30","7.00","EUR","Estimated","285","","","Final"
"10.03.2020 08:00 - 10.03.2020 09:00","10.28","18.06","10.28","EUR","Estimated","350","","","Final"
"10.03.2020 09:00 - 10.03.2020 10:00","11.00","13.27","11.00","EUR","Estimated","382","","","Final"
"10.03.2020 10:00 - 10.03.2020 11:00","13.41","13.41","13.41","EUR","Estimated","418","","","Final"
"10.03.2020 11:00 - 10.03.2020 12:00","9.00","12.71","9.00","EUR","Estimated","260","","","Final"
"10.03.2020 12:00 - 10.03.2020 13:00","9.00","11.95","9.00","EUR","Estimated","315","","","Final"
"10.03.2020 13:00 - 10.03.2020 14:00","9.00","11.53","9.00","EUR","Estimated","256","","","Final"
"10.03.2020 14:00 - 10.03.2020 15:00","11.13","11.50","11.50","EUR","Estimated","212","","","Final"
"10.03.2020 15:00 - 10.03.2020 16:00","11.19","11.90","11.90","EUR","Estimated","234","","","Final"
"10.03.2020 16:00 - 10.03.2020 17:00","11.03","11.03","11.03","EUR","Estimated","539","","","Final"
"10.03.2020 17:00 - 10.03.2020 18:00","8.00","11.63","8.00","EUR","Estimated","470","","","Final"
"10.03.2020 18:00 - 10.03.2020 19:00","8.00","11.59","8.00","EUR","Estimated","326","","","Final"
"10.03.2020 19:00 - 10.03.2020 20:00","6.50","11.14","6.50","EUR","Estimated","360","","","Final"
"10.03.2020 20:00 - 10.03.2020 21:00","6.50","10.59","6.50","EUR","Estimated","321","","","Final"
"10.03.2020 21:00 - 10.03.2020 22:00","6.50","11.79","6.50","EUR","Estimated","306","","","Final"
"10.03.2020 22:00 - 10.03.2020 23:00","6.50","8.82","6.50","EUR","Estimated","301","","","Final"
"10.03.2020 23:00 - 11.03.2020 00:00","6.50","8.09","6.50","EUR","Estimated","154","","","Final"
"11.03.2020 00:00 - 11.03.2020 01:00","7.67","7.67","7.67","EUR","Estimated","2","","","Final"
"11.03.2020 01:00 - 11.03.2020 02:00","1.29","1.29","1.29","EUR","Estimated","24","","","Final"
"11.03.2020 02:00 - 11.03.2020 03:00","0.00","0.10","0.00","EUR","Estimated","7","","","Final"
"11.03.2020 03:00 - 11.03.2020 04:00","0.13","0.13","0.13","EUR","Estimated","79","","","Final"
"11.03.2020 04:00 - 11.03.2020 05:00","-1.70","8.28","-1.70","EUR","Estimated","105","","","Final"
"11.03.2020 05:00 - 11.03.2020 06:00","8.82","8.82","8.82","EUR","Estimated","84","","","Final"
"11.03.2020 06:00 - 11.03.2020 07:00","15.74","15.74","15.74","EUR","Estimated","235","","","Final"
"11.03.2020 07:00 - 11.03.2020 08:00","9.00","33.94","9.00","EUR","Estimated","212","","","Final"
"11.03.2020 08:00 - 11.03.2020 09:00","9.00","35.47","9.00","EUR","Estimated","100","","","Final"
"11.03.2020 09:00 - 11.03.2020 10:00","9.00","10.92","9.00","EUR","Estimated","146","","","Final"
"11.03.2020 10:00 - 11.03.2020 11:00","9.00","10.33","9.00","EUR","Estimated","168","","","Final"
"11.03.2020 11:00 - 11.03.2020 12:00","9.92","9.92","9.92","EUR","Estimated","288","","","Final"
"11.03.2020 12:00 - 11.03.2020 13:00","6.00","9.36","6.00","EUR","Estimated","421","","","Final"
"11.03.2020 13:00 - 11.03.2020 14:00","6.00","9.28","6.00","EUR","Estimated","439","","","Final"
"11.03.2020 14:00 - 11.03.2020 15:00","5.00","10.04","5.00","EUR","Estimated","398","","","Final"
"11.03.2020 15:00 - 11.03.2020 16:00","5.00","10.87","5.00","EUR","Estimated","445","","","Final"
"11.03.2020 16:00 - 11.03.2020 17:00","5.00","26.66","5.00","EUR","Estimated","173","","","Final"
"11.03.2020 17:00 - 11.03.2020 18:00","5.00","33.80","5.00","EUR","Estimated","118","","","Final"
"11.03.2020 18:00 - 11.03.2020 19:00","5.10","37.00","5.10","EUR","Estimated","139","","","Final"
"11.03.2020 19:00 - 11.03.2020 20:00","37.99","37.99","37.99","EUR","Estimated","120","","","Final"
"11.03.2020 20:00 - 11.03.2020 21:00","13.90","65.85","65.85","EUR","Estimated","65","","","Final"
"11.03.2020 21:00 - 11.03.2020 22:00","9.40","67.12","67.12","EUR","Estimated","34","","","Final"
"11.03.2020 22:00 - 11.03.2020 23:00","8.97","65.85","65.85","EUR","Estimated","139","","","Final"
"11.03.2020 23:00 - 12.03.2020 00:00","5.57","8.82","5.57","EUR","Estimated","124","","","Final"
"12.03.2020 00:00 - 12.03.2020 01:00","5.53","7.37","5.53","EUR","Estimated","22","","","Final"
"12.03.2020 01:00 - 12.03.2020 02:00","-15.15","1.79","-15.15","EUR","Estimated","47","","","Final"
"12.03.2020 02:00 - 12.03.2020 03:00","0.06","0.06","0.06","EUR","Estimated","56","","","Final"
"12.03.2020 03:00 - 12.03.2020 04:00","-17.40","0.01","-17.40","EUR","Estimated","2","","","Final"
"12.03.2020 04:00 - 12.03.2020 05:00","-13.38","-0.39","-13.38","EUR","Estimated","71","","","Final"
"12.03.2020 05:00 - 12.03.2020 06:00","0.13","0.13","0.13","EUR","Estimated","80","","","Final"
"12.03.2020 06:00 - 12.03.2020 07:00","4.50","10.64","4.50","EUR","Estimated","281","","","Final"
"12.03.2020 07:00 - 12.03.2020 08:00","8.00","19.98","8.00","EUR","Estimated","270","","","Final"
"12.03.2020 08:00 - 12.03.2020 09:00","8.00","18.05","8.00","EUR","Estimated","62","","","Final"
"12.03.2020 09:00 - 12.03.2020 10:00","9.18","14.80","14.80","EUR","Estimated","91","","","Final"
"12.03.2020 10:00 - 12.03.2020 11:00","-0.01","15.00","15.00","EUR","Estimated","298","","","Final"
"12.03.2020 11:00 - 12.03.2020 12:00","0.05","19.58","19.58","EUR","Estimated","184","","","Final"
"12.03.2020 12:00 - 12.03.2020 13:00","0.03","19.58","19.58","EUR","Estimated","134","","","Final"
"12.03.2020 13:00 - 12.03.2020 14:00","0.56","15.00","15.00","EUR","Estimated","110","","","Final"
"12.03.2020 14:00 - 12.03.2020 15:00","0.08","15.00","15.00","EUR","Estimated","49","","","Final"
"12.03.2020 15:00 - 12.03.2020 16:00","12.73","12.73","12.73","EUR","Estimated","359","","","Final"
"12.03.2020 16:00 - 12.03.2020 17:00","20.96","20.96","20.96","EUR","Estimated","281","","","Final"
"12.03.2020 17:00 - 12.03.2020 18:00","27.45","27.45","27.45","EUR","Estimated","252","","","Final"
"12.03.2020 18:00 - 12.03.2020 19:00","37.00","37.00","37.00","EUR","Estimated","135","","","Final"
"12.03.2020 19:00 - 12.03.2020 20:00","15.71","15.71","15.71","EUR","Estimated","25","","","Final"
"12.03.2020 20:00 - 12.03.2020 21:00","8.84","8.84","8.84","EUR","Estimated","25","","","Final"
"12.03.2020 21:00 - 12.03.2020 22:00","5.60","8.60","5.60","EUR","Estimated","82","","","Final"
"12.03.2020 22:00 - 12.03.2020 23:00","5.60","8.31","5.60","EUR","Estimated","128","","","Final"
"12.03.2020 23:00 - 13.03.2020 00:00","5.60","7.50","5.60","EUR","Estimated","58","","","Final"
"13.03.2020 00:00 - 13.03.2020 01:00","7.59","7.59","7.59","EUR","Estimated","65","","","Final"
"13.03.2020 01:00 - 13.03.2020 02:00","6.99","6.99","6.99","EUR","Estimated","57","","","Final"
"13.03.2020 02:00 - 13.03.2020 03:00","2.48","2.48","2.48","EUR","Estimated","64","","","Final"
"13.03.2020 03:00 - 13.03.2020 04:00","2.95","2.95","2.95","EUR","Estimated","84","","","Final"
"13.03.2020 04:00 - 13.03.2020 05:00","2.58","2.58","2.58","EUR","Estimated","58","","","Final"
"13.03.2020 05:00 - 13.03.2020 06:00","7.96","7.96","7.96","EUR","Estimated","30","","","Final"
"13.03.2020 06:00 - 13.03.2020 07:00","6.50","21.83","6.50","EUR","Estimated","88","","","Final"
"13.03.2020 07:00 - 13.03.2020 08:00","24.94","24.94","24.94","EUR","Estimated","269","","","Final"
"13.03.2020 08:00 - 13.03.2020 09:00","13.99","13.99","13.99","EUR","Estimated","148","","","Final"
"13.03.2020 09:00 - 13.03.2020 10:00","4.02","4.02","4.02","EUR","Estimated","184","","","Final"
"13.03.2020 10:00 - 13.03.2020 11:00","0.09","10.60","10.60","EUR","Estimated","145","","","Final"
"13.03.2020 11:00 - 13.03.2020 12:00","10.69","11.00","11.00","EUR","Estimated","6","","","Final"
"13.03.2020 12:00 - 13.03.2020 13:00","4.08","10.60","10.60","EUR","Estimated","29","","","Final"
"13.03.2020 13:00 - 13.03.2020 14:00","0.12","10.60","10.60","EUR","Estimated","89","","","Final"
"13.03.2020 14:00 - 13.03.2020 15:00","0.01","0.01","0.01","EUR","Estimated","98","","","Final"
"13.03.2020 15:00 - 13.03.2020 16:00","4.68","4.68","4.68","EUR","Estimated","238","","","Final"
"13.03.2020 16:00 - 13.03.2020 17:00","6.80","21.37","6.80","EUR","Estimated","335","","","Final"
"13.03.2020 17:00 - 13.03.2020 18:00","14.97","14.97","14.97","EUR","Estimated","320","","","Final"
"13.03.2020 18:00 - 13.03.2020 19:00","19.52","19.52","19.52","EUR","Estimated","228","","","Final"
"13.03.2020 19:00 - 13.03.2020 20:00","19.52","19.52","19.52","EUR","Estimated","426","","","Final"
"13.03.2020 20:00 - 13.03.2020 21:00","9.63","12.37","12.37","EUR","Estimated","83","","","Final"
"13.03.2020 21:00 - 13.03.2020 22:00","9.53","78.80","78.80","EUR","Estimated","82","","","Final"
"13.03.2020 22:00 - 13.03.2020 23:00","17.53","82.81","82.81","EUR","Estimated","174","","","Final"
"13.03.2020 23:00 - 14.03.2020 00:00","30.08","63.58","63.58","EUR","Estimated","133","","","Final"
"14.03.2020 00:00 - 14.03.2020 01:00","34.29","63.07","63.07","EUR","Estimated","111","","","Final"
"14.03.2020 01:00 - 14.03.2020 02:00","32.04","59.46","59.46","EUR","Estimated","40","","","Final"
"14.03.2020 02:00 - 14.03.2020 03:00","31.43","60.45","60.45","EUR","Estimated","69","","","Final"
"14.03.2020 03:00 - 14.03.2020 04:00","28.88","28.88","28.88","EUR","Estimated","263","","","Final"
"14.03.2020 04:00 - 14.03.2020 05:00","26.00","26.00","26.00","EUR","Estimated","149","","","Final"
"14.03.2020 05:00 - 14.03.2020 06:00","24.78","24.78","24.78","EUR","Estimated","265","","","Final"
"14.03.2020 06:00 - 14.03.2020 07:00","31.16","31.16","31.16","EUR","Estimated","267","","","Final"
"14.03.2020 07:00 - 14.03.2020 08:00","28.34","28.34","28.34","EUR","Estimated","239","","","Final"
"14.03.2020 08:00 - 14.03.2020 09:00","34.83","34.83","34.83","EUR","Estimated","387","","","Final"
"14.03.2020 09:00 - 14.03.2020 10:00","11.10","34.94","11.10","EUR","Estimated","578","","","Final"
"14.03.2020 10:00 - 14.03.2020 11:00","8.10","29.13","8.10","EUR","Estimated","709","","","Final"
"14.03.2020 11:00 - 14.03.2020 12:00","8.10","26.96","8.10","EUR","Estimated","549","","","Final"
"14.03.2020 12:00 - 14.03.2020 13:00","8.50","25.39","8.50","EUR","Estimated","391","","","Final"
"14.03.2020 13:00 - 14.03.2020 14:00","7.00","23.81","7.00","EUR","Estimated","417","","","Final"
"14.03.2020 14:00 - 14.03.2020 15:00","5.00","22.08","5.00","EUR","Estimated","394","","","Final"
"14.03.2020 15:00 - 14.03.2020 16:00","5.00","14.81","5.00","EUR","Estimated","442","","","Final"
"14.03.2020 16:00 - 14.03.2020 17:00","4.49","21.69","4.49","EUR","Estimated","364","","","Final"
"14.03.2020 17:00 - 14.03.2020 18:00","5.00","33.99","5.00","EUR","Estimated","256","","","Final"
"14.03.2020 18:00 - 14.03.2020 19:00","6.73","37.17","6.73","EUR","Estimated","5","","","Final"
"14.03.2020 19:00 - 14.03.2020 20:00","34.00","34.00","34.00","EUR","Estimated","41","","","Final"
"14.03.2020 20:00 - 14.03.2020 21:00","5.00","8.45","5.00","EUR","Estimated","172","","","Final"
"14.03.2020 21:00 - 14.03.2020 22:00","4.00","8.13","4.00","EUR","Estimated","146","","","Final"
"14.03.2020 22:00 - 14.03.2020 23:00","4.00","7.86","4.00","EUR","Estimated","176","","","Final"
"14.03.2020 23:00 - 15.03.2020 00:00","0.30","7.53","0.30","EUR","Estimated","205","","","Final"
"15.03.2020 00:00 - 15.03.2020 01:00","0.45","7.65","0.45","EUR","Estimated","88","","","Final"
"15.03.2020 01:00 - 15.03.2020 02:00","3.00","7.24","3.00","EUR","Estimated","88","","","Final"
"15.03.2020 02:00 - 15.03.2020 03:00","3.00","6.69","3.00","EUR","Estimated","88","","","Final"
"15.03.2020 03:00 - 15.03.2020 04:00","2.79","5.98","2.79","EUR","Estimated","22","","","Final"
"15.03.2020 04:00 - 15.03.2020 05:00","3.15","5.97","3.15","EUR","Estimated","13","","","Final"
"15.03.2020 05:00 - 15.03.2020 06:00","-1.77","4.34","-1.77","EUR","Estimated","8","","","Final"
"15.03.2020 06:00 - 15.03.2020 07:00","-4.30","5.03","-4.30","EUR","Estimated","0","","","Final"
"15.03.2020 07:00 - 15.03.2020 08:00","-4.30","5.23","-4.30","EUR","Estimated","19","","","Final"
"15.03.2020 08:00 - 15.03.2020 09:00","-4.30","6.45","-4.30","EUR","Estimated","11","","","Final"
"15.03.2020 09:00 - 15.03.2020 10:00","-2.00","6.80","-2.00","EUR","Estimated","6","","","Final"
"15.03.2020 10:00 - 15.03.2020 11:00","4.00","6.96","4.00","EUR","Estimated","37","","","Final"
"15.03.2020 11:00 - 15.03.2020 12:00","4.00","6.93","4.00","EUR","Estimated","98","","","Final"
