,Unnamed: 0,Generation / + Imbalance price [EUR/MWh] - MBA|DK2
1563,1563,38.05
1564,1564,40.86
1565,1565,43.11
1566,1566,44.79
1567,1567,47.02
1568,1568,47.88
1569,1569,43.5
1570,1570,43.79
1571,1571,43.28
1572,1572,45.91
1573,1573,45.54
1574,1574,41.75
1575,1575,41.75
1576,1576,41.75
1577,1577,44.7
1578,1578,45.02
1579,1579,45.01
1580,1580,41.68
1581,1581,37.91
1582,1582,32.03
1583,1583,21.15
1584,1584,22.31
1585,1585,20.07
1586,1586,20.09
1587,1587,24.5
1588,1588,33.58
1589,1589,38.03
1590,1590,40.78
1591,1591,42.3
1592,1592,42.06
1593,1593,40.8
1594,1594,40.8
1595,1595,40.8
1596,1596,23.35
1597,1597,23.48
1598,1598,25.38
1599,1599,33.71
1600,1600,37.23
1601,1601,40.5
1602,1602,44.07
1603,1603,43.9
1604,1604,41.58
1605,1605,40.57
1606,1606,39.24
1607,1607,30.61
1608,1608,27.67
1609,1609,15.4
1610,1610,4.24
1611,1611,0.07
1612,1612,0.06
1613,1613,0.03
1614,1614,-0.04
1615,1615,0.13
1616,1616,10.05
1617,1617,8.54
1618,1618,7.83
1619,1619,11.03
1620,1620,1.32
1621,1621,0.04
1622,1622,-0.08
1623,1623,-0.82
1624,1624,0.08
1625,1625,11.96
1626,1626,33.9
1627,1627,25.08
1628,1628,21.62
1629,1629,11.96
1630,1630,13.37
1631,1631,0.72
1632,1632,-10.05
1633,1633,-13.27
1634,1634,-12.55
1635,1635,-2.89
1636,1636,-2.6
1637,1637,0.07
1638,1638,13.78
1639,1639,38.96
1640,1640,38.35
1641,1641,39.09
1642,1642,39.9
1643,1643,40.17
1644,1644,38.76
1645,1645,38.9
1646,1646,39.78
1647,1647,39.27
1648,1648,40.6
1649,1649,40.56
1650,1650,40.56
1651,1651,44.08
1652,1652,40.05
1653,1653,38.53
1654,1654,39.6
1655,1655,38.11
1656,1656,40.78
1657,1657,38.35
1658,1658,38.03
1659,1659,40.05
1660,1660,40.05
1661,1661,43.96
1662,1662,45.63
1663,1663,47.96
1664,1664,43.1
1665,1665,43.1
1666,1666,43.2
1667,1667,42.59
1668,1668,42.08
1669,1669,41.07
1670,1670,40.56
1671,1671,37.52
1672,1672,38.53
1673,1673,39.5
1674,1674,41.0
1675,1675,41.58
1676,1676,41.07
1677,1677,41.07
1678,1678,42.08
1679,1679,40.2
1680,1680,40.6
1681,1681,42.23
1682,1682,42.16
1683,1683,41.99
1684,1684,42.81
1685,1685,44.19
1686,1686,46.83
1687,1687,52.05
1688,1688,46.0
1689,1689,42.0
1690,1690,43.0
1691,1691,44.03
1692,1692,44.03
1693,1693,44.03
1694,1694,44.96
1695,1695,44.69
1696,1696,44.55
1697,1697,44.76
1698,1698,45.1
1699,1699,42.5
1700,1700,33.01
1701,1701,37.0
1702,1702,23.87
1703,1703,0.36
1704,1704,10.05
1705,1705,22.54
1706,1706,26.4
1707,1707,22.57
1708,1708,26.6
1709,1709,36.8
1710,1710,42.13
1711,1711,43.69
1712,1712,41.4
1713,1713,41.4
1714,1714,43.82
1715,1715,43.47
1716,1716,43.16
1717,1717,42.96
1718,1718,42.9
1719,1719,42.9
1720,1720,43.13
1721,1721,41.54
1722,1722,41.54
1723,1723,41.54
1724,1724,39.9
1725,1725,39.5
1726,1726,39.16
1727,1727,37.7
1728,1728,24.17
1729,1729,22.25
1730,1730,25.0
1731,1731,35.03
1732,1732,37.55
1733,1733,41.0
1734,1734,41.89
1735,1735,43.93
1736,1736,45.03
1737,1737,44.7
1738,1738,44.25
1739,1739,43.62
1740,1740,43.44
1741,1741,43.06
1742,1742,42.94
1743,1743,42.92
1744,1744,42.94
1745,1745,43.72
1746,1746,44.3
1747,1747,43.65
1748,1748,42.93
1749,1749,42.07
1750,1750,41.32
1751,1751,40.4
1752,1752,41.06
1753,1753,35.98
1754,1754,35.98
1755,1755,40.89
1756,1756,41.23
1757,1757,42.09
1758,1758,43.12
1759,1759,44.99
1760,1760,45.17
1761,1761,44.95
1762,1762,44.65
1763,1763,44.23
1764,1764,43.88
1765,1765,43.5
1766,1766,43.14
1767,1767,43.02
1768,1768,39.5
1769,1769,39.5
1770,1770,43.71
1771,1771,42.94
1772,1772,32.06
1773,1773,17.19
1774,1774,0.07
1775,1775,10.79
1776,1776,5.07
1777,1777,-2.36
1778,1778,0.01
1779,1779,-1.96
1780,1780,2.02
1781,1781,2.33
1782,1782,9.97
1783,1783,21.59
1784,1784,27.93
1785,1785,34.18
1786,1786,41.8
1787,1787,41.41
1788,1788,40.14
1789,1789,38.57
1790,1790,38.57
1791,1791,40.28
1792,1792,41.15
1793,1793,42.01
1794,1794,42.9
1795,1795,42.32
1796,1796,41.33
1797,1797,37.73
1798,1798,37.73
1799,1799,-17.42
1800,1800,-2.3
1801,1801,-3.34
1802,1802,-9.33
1803,1803,-13.53
1804,1804,-6.23
1805,1805,-30.82
1806,1806,-11.37
1807,1807,-6.61
1808,1808,-2.41
1809,1809,1.81
1810,1810,2.6
1811,1811,-0.88
1812,1812,-12.06
1813,1813,-10.12
1814,1814,-13.48
1815,1815,-2.32
1816,1816,-2.29
1817,1817,10.52
1818,1818,28.87
1819,1819,36.66
1820,1820,30.64
1821,1821,23.34
1822,1822,25.94
1823,1823,17.22
1824,1824,17.65
1825,1825,-26.26
1826,1826,14.27
1827,1827,14.45
1828,1828,6.03
1829,1829,22.51
1830,1830,42.64
1831,1831,44.91
1832,1832,39.81
1833,1833,38.78
1834,1834,38.78
1835,1835,38.78
1836,1836,38.78
1837,1837,38.9
1838,1838,39.2
1839,1839,39.2
1840,1840,42.19
1841,1841,43.04
1842,1842,44.65
1843,1843,45.03
1844,1844,44.25
1845,1845,42.96
1846,1846,41.7
1847,1847,36.71
1848,1848,35.67
1849,1849,35.67
1850,1850,35.67
1851,1851,35.47
1852,1852,38.77
1853,1853,39.8
1854,1854,40.2
1855,1855,40.2
1856,1856,39.8
1857,1857,39.28
1858,1858,38.77
1859,1859,38.6
1860,1860,38.6
1861,1861,38.6
1862,1862,37.22
1863,1863,36.8
1864,1864,38.25
1865,1865,39.3
1866,1866,43.94
1867,1867,59.27
1868,1868,40.2
1869,1869,38.0
1870,1870,37.73
1871,1871,34.0
1872,1872,34.1
1873,1873,32.01
1874,1874,30.97
1875,1875,30.97
1876,1876,32.01
1877,1877,36.14
1878,1878,37.68
1879,1879,38.72
1880,1880,39.75
1881,1881,38.2
1882,1882,38.2
1883,1883,41.54
1884,1884,41.07
1885,1885,40.93
1886,1886,35.9
1887,1887,36.0
1888,1888,37.5
1889,1889,39.75
1890,1890,48.94
1891,1891,43.83
1892,1892,43.14
1893,1893,43.13
1894,1894,42.97
1895,1895,36.65
1896,1896,29.94
1897,1897,27.87
1898,1898,25.81
1899,1899,25.81
1900,1900,25.81
1901,1901,31.0
1902,1902,34.07
1903,1903,35.8
1904,1904,37.0
1905,1905,35.2
1906,1906,34.0
1907,1907,33.03
1908,1908,33.03
1909,1909,33.55
1910,1910,34.58
1911,1911,35.9
1912,1912,36.65
1913,1913,36.65
1914,1914,37.16
1915,1915,38.19
1916,1916,40.99
1917,1917,41.49
1918,1918,41.94
1919,1919,39.28
1920,1920,33.77
1921,1921,33.77
1922,1922,33.77
1923,1923,36.39
1924,1924,38.17
1925,1925,40.53
1926,1926,45.44
1927,1927,50.98
1928,1928,40.5
1929,1929,40.5
1930,1930,41.73
1931,1931,40.59
1932,1932,40.07
1933,1933,39.33
1934,1934,38.68
1935,1935,38.48
1936,1936,39.17
1937,1937,44.05
1938,1938,46.91
1939,1939,40.76
1940,1940,40.22
1941,1941,36.5
1942,1942,34.7
1943,1943,31.17
1944,1944,32.46
1945,1945,32.4
1946,1946,32.16
1947,1947,32.16
1948,1948,33.05
1949,1949,34.6
1950,1950,33.2
1951,1951,34.2
1952,1952,38.43
1953,1953,37.38
1954,1954,34.53
1955,1955,31.95
1956,1956,29.82
1957,1957,29.06
1958,1958,28.25
1959,1959,18.0
1960,1960,31.38
1961,1961,35.5
1962,1962,35.79
1963,1963,39.97
1964,1964,40.01
1965,1965,39.1
1966,1966,39.25
1967,1967,37.93
1968,1968,33.08
1969,1969,23.86
1970,1970,23.86
1971,1971,25.33
1972,1972,27.0
1973,1973,28.94
1974,1974,28.94
1975,1975,28.94
1976,1976,33.0
1977,1977,33.08
1978,1978,33.08
1979,1979,32.01
1980,1980,31.1
1981,1981,25.54
1982,1982,-13.07
1983,1983,-13.07
1984,1984,0.0
1985,1985,34.85
1986,1986,39.21
1987,1987,40.45
1988,1988,39.25
1989,1989,36.42
1990,1990,34.47
1991,1991,28.4
1992,1992,24.34
1993,1993,22.5
1994,1994,23.01
1995,1995,20.89
1996,1996,21.57
1997,1997,28.97
1998,1998,36.18
1999,1999,36.0
2000,2000,42.95
2001,2001,36.7
2002,2002,35.66
2003,2003,35.66
2004,2004,35.66
2005,2005,35.73
2006,2006,35.4
2007,2007,35.3
2008,2008,39.5
2009,2009,40.35
2010,2010,41.71
2011,2011,46.45
2012,2012,42.35
2013,2013,35.66
2014,2014,35.0
2015,2015,24.0
2016,2016,24.0
2017,2017,24.0
2018,2018,24.0
2019,2019,24.0
2020,2020,15.3
2021,2021,15.3
2022,2022,30.0
2023,2023,35.7
2024,2024,37.0
2025,2025,-10.72
2026,2026,32.54
2027,2027,32.58
2028,2028,36.76
2029,2029,36.76
2030,2030,35.2
2031,2031,35.72
2032,2032,35.72
2033,2033,36.5
2034,2034,36.76
2035,2035,49.4
2036,2036,46.41
2037,2037,43.37
2038,2038,42.28
2039,2039,34.68
2040,2040,33.69
2041,2041,18.0
2042,2042,18.0
2043,2043,18.0
2044,2044,32.4
2045,2045,32.4
2046,2046,34.3
2047,2047,35.3
2048,2048,36.28
2049,2049,36.9
2050,2050,36.28
2051,2051,35.25
2052,2052,35.25
2053,2053,36.28
2054,2054,33.7
2055,2055,33.7
2056,2056,33.7
2057,2057,35.25
2058,2058,36.7
2059,2059,47.91
2060,2060,43.99
2061,2061,41.22
2062,2062,40.83
2063,2063,34.73
2064,2064,32.73
2065,2065,33.67
2066,2066,33.38
2067,2067,33.29
2068,2068,33.12
2069,2069,36.67
2070,2070,44.48
2071,2071,36.15
2072,2072,36.15
2073,2073,37.1
2074,2074,44.12
2075,2075,43.36
2076,2076,42.54
2077,2077,36.0
2078,2078,34.2
2079,2079,34.1
2080,2080,35.08
2081,2081,35.59
2082,2082,34.56
2083,2083,35.0
2084,2084,35.59
2085,2085,43.48
2086,2086,34.56
2087,2087,34.56
2088,2088,29.79
2089,2089,23.12
2090,2090,20.55
2091,2091,20.55
2092,2092,26.71
2093,2093,31.7
2094,2094,27.74
2095,2095,31.9
2096,2096,34.7
2097,2097,34.42
2098,2098,32.88
2099,2099,31.7
2100,2100,31.3
2101,2101,32.87
2102,2102,32.4
2103,2103,33.13
2104,2104,36.01
2105,2105,35.45
2106,2106,34.93
2107,2107,35.33
2108,2108,34.93
2109,2109,34.93
2110,2110,35.45
2111,2111,33.39
2112,2112,33.04
2113,2113,36.68
2114,2114,34.36
2115,2115,34.61
2116,2116,36.08
2117,2117,35.02
2118,2118,33.51
2119,2119,33.23
2120,2120,34.93
2121,2121,33.17
2122,2122,31.63
2123,2123,29.24
2124,2124,28.77
2125,2125,25.92
2126,2126,25.45
2127,2127,29.25
2128,2128,32.02
2129,2129,36.48
2130,2130,37.43
2131,2131,37.24
2132,2132,35.09
2133,2133,33.68
2134,2134,30.97
2135,2135,26.8
2136,2136,30.7
2137,2137,28.88
2138,2138,25.07
2139,2139,25.07
2140,2140,22.47
2141,2141,24.9
2142,2142,26.96
2143,2143,29.43
2144,2144,29.43
2145,2145,13.0
2146,2146,13.94
2147,2147,13.42
2148,2148,14.46
2149,2149,10.46
2150,2150,1.11
2151,2151,1.48
2152,2152,11.51
2153,2153,23.75
2154,2154,30.98
2155,2155,34.2
2156,2156,41.8
2157,2157,39.08
2158,2158,40.3
2159,2159,37.51
2160,2160,31.06
2161,2161,29.96
2162,2162,31.07
2163,2163,31.84
2164,2164,32.4
2165,2165,37.61
2166,2166,46.69
2167,2167,56.95
2168,2168,53.56
2169,2169,37.3
2170,2170,37.1
2171,2171,35.4
2172,2172,33.1
2173,2173,33.1
2174,2174,32.8
2175,2175,33.51
2176,2176,33.51
2177,2177,36.1
2178,2178,36.66
2179,2179,37.3
2180,2180,40.9
2181,2181,39.41
2182,2182,35.8
2183,2183,30.65
2184,2184,29.11
2185,2185,26.93
2186,2186,25.43
2187,2187,25.16
2188,2188,27.52
2189,2189,32.7
2190,2190,38.63
2191,2191,36.79
2192,2192,36.79
2193,2193,40.5
2194,2194,39.4
2195,2195,35.0
2196,2196,35.0
2197,2197,35.0
2198,2198,32.64
2199,2199,31.09
2200,2200,31.61
2201,2201,32.64
2202,2202,35.75
2203,2203,35.75
2204,2204,38.58
2205,2205,36.4
2206,2206,31.38
2207,2207,27.69
2208,2208,31.9
2209,2209,31.0
2210,2210,29.1
2211,2211,29.4
2212,2212,32.57
2213,2213,36.0
2214,2214,41.17
2215,2215,49.07
2216,2216,52.42
2217,2217,54.72
2218,2218,49.47
2219,2219,47.99
2220,2220,36.9
2221,2221,37.0
2222,2222,37.0
2223,2223,41.48
2224,2224,41.73
2225,2225,42.68
2226,2226,45.44
2227,2227,37.24
2228,2228,37.34
2229,2229,44.08
2230,2230,35.78
2231,2231,35.0
2232,2232,35.6
2233,2233,35.12
2234,2234,33.0
2235,2235,32.59
2236,2236,34.13
2237,2237,36.86
2238,2238,44.67
2239,2239,53.64
2240,2240,59.86
2241,2241,46.92
2242,2242,48.0
2243,2243,47.0
2244,2244,40.85
2245,2245,41.32
2246,2246,38.59
2247,2247,36.0
2248,2248,38.1
2249,2249,40.08
2250,2250,45.23
2251,2251,50.5
2252,2252,48.93
2253,2253,43.81
2254,2254,38.49
2255,2255,36.8
2256,2256,32.2
2257,2257,31.4
2258,2258,31.3
2259,2259,31.4
2260,2260,32.8
2261,2261,35.0
2262,2262,44.84
2263,2263,53.16
2264,2264,58.67
2265,2265,37.1
2266,2266,37.0
2267,2267,36.0
2268,2268,36.0
2269,2269,36.0
2270,2270,36.0
2271,2271,36.0
2272,2272,38.64
2273,2273,40.96
2274,2274,44.35
2275,2275,47.23
2276,2276,46.94
2277,2277,40.46
2278,2278,39.48
2279,2279,39.16
2280,2280,41.12
2281,2281,39.86
2282,2282,38.31
2283,2283,36.1
2284,2284,36.13
2285,2285,37.27
2286,2286,39.2
2287,2287,36.5
2288,2288,44.06
2289,2289,46.51
2290,2290,42.72
2291,2291,40.91
2292,2292,34.56
2293,2293,34.1
2294,2294,35.94
2295,2295,35.97
2296,2296,37.43
2297,2297,35.05
2298,2298,41.28
2299,2299,42.91
2300,2300,41.88
2301,2301,39.99
2302,2302,39.21
2303,2303,36.22
2304,2304,35.0
2305,2305,33.59
2306,2306,34.0
2307,2307,34.0
2308,2308,34.0
2309,2309,34.0
2310,2310,34.0
2311,2311,37.0
2312,2312,37.0
2313,2313,37.0
2314,2314,37.0
2315,2315,37.0
2316,2316,36.6
2317,2317,37.0
2318,2318,36.5
2319,2319,32.9
2320,2320,31.1
2321,2321,35.9
2322,2322,37.5
2323,2323,38.5
2324,2324,39.0
2325,2325,38.4
2326,2326,42.04
2327,2327,41.65
2328,2328,38.84
2329,2329,37.7
2330,2330,36.73
2331,2331,36.3
2332,2332,37.2
2333,2333,41.6
2334,2334,42.59
2335,2335,44.43
2336,2336,44.84
2337,2337,40.5
2338,2338,40.5
2339,2339,42.98
2340,2340,42.35
2341,2341,41.85
2342,2342,36.69
2343,2343,36.69
2344,2344,37.73
2345,2345,41.81
2346,2346,40.0
2347,2347,40.0
2348,2348,41.0
2349,2349,41.0
2350,2350,41.01
2351,2351,38.36
2352,2352,33.24
2353,2353,34.1
2354,2354,34.74
2355,2355,34.86
2356,2356,34.91
2357,2357,40.79
2358,2358,44.15
2359,2359,50.51
2360,2360,51.9
2361,2361,40.5
2362,2362,40.5
2363,2363,40.5
2364,2364,40.5
2365,2365,42.29
2366,2366,40.9
2367,2367,40.68
2368,2368,39.4
2369,2369,39.41
2370,2370,43.53
2371,2371,40.5
2372,2372,40.5
2373,2373,40.1
2374,2374,42.07
2375,2375,40.06
2376,2376,37.51
2377,2377,35.0
2378,2378,34.4
2379,2379,34.4
2380,2380,36.0
2381,2381,38.5
2382,2382,40.0
2383,2383,43.14
2384,2384,56.08
2385,2385,49.38
2386,2386,40.5
2387,2387,40.54
2388,2388,43.88
2389,2389,43.53
2390,2390,42.41
2391,2391,42.43
2392,2392,43.46
2393,2393,44.01
2394,2394,45.09
2395,2395,47.2
2396,2396,46.97
2397,2397,44.26
2398,2398,43.65
2399,2399,42.01
2400,2400,42.47
2401,2401,41.94
2402,2402,41.9
2403,2403,41.96
2404,2404,42.3
2405,2405,43.92
2406,2406,47.91
2407,2407,56.4
2408,2408,60.7
2409,2409,43.0
2410,2410,43.0
2411,2411,43.0
2412,2412,43.0
2413,2413,48.67
2414,2414,43.0
2415,2415,41.0
2416,2416,42.0
2417,2417,42.5
2418,2418,42.5
2419,2419,43.0
2420,2420,43.0
2421,2421,44.7
2422,2422,47.2
2423,2423,45.11
2424,2424,44.0
2425,2425,43.68
2426,2426,43.59
2427,2427,43.7
2428,2428,44.19
2429,2429,45.92
2430,2430,47.52
2431,2431,58.98
2432,2432,60.08
2433,2433,42.76
2434,2434,42.76
2435,2435,42.7
2436,2436,42.7
2437,2437,43.0
2438,2438,37.6
2439,2439,37.5
2440,2440,38.0
2441,2441,39.0
2442,2442,41.0
2443,2443,41.0
2444,2444,41.0
2445,2445,42.2
2446,2446,44.72
2447,2447,43.83
2448,2448,44.78
2449,2449,43.89
2450,2450,43.41
2451,2451,43.09
2452,2452,43.32
2453,2453,43.3
2454,2454,43.88
2455,2455,44.99
2456,2456,46.14
2457,2457,42.5
2458,2458,37.0
2459,2459,36.0
2460,2460,36.0
2461,2461,36.0
2462,2462,36.0
2463,2463,34.5
2464,2464,34.5
2465,2465,36.0
2466,2466,38.0
2467,2467,40.0
2468,2468,41.0
2469,2469,44.11
2470,2470,42.96
2471,2471,38.5
2472,2472,38.54
2473,2473,36.5
2474,2474,36.5
2475,2475,38.06
2476,2476,39.18
2477,2477,39.49
2478,2478,38.28
2479,2479,38.18
2480,2480,40.36
2481,2481,39.0
2482,2482,37.1
2483,2483,36.4
2484,2484,34.89
2485,2485,33.87
2486,2486,29.75
2487,2487,28.97
2488,2488,31.26
2489,2489,35.04
2490,2490,40.4
2491,2491,41.15
2492,2492,42.0
2493,2493,44.41
2494,2494,38.59
2495,2495,38.11
2496,2496,35.58
2497,2497,37.11
2498,2498,37.17
2499,2499,38.9
2500,2500,42.18
2501,2501,45.1
2502,2502,47.73
2503,2503,58.76
2504,2504,60.33
2505,2505,47.29
2506,2506,45.88
2507,2507,41.6
2508,2508,40.6
2509,2509,40.1
2510,2510,39.0
2511,2511,38.5
2512,2512,38.5
2513,2513,38.5
2514,2514,40.0
2515,2515,41.1
2516,2516,41.1
2517,2517,40.7
2518,2518,39.07
2519,2519,34.97
2520,2520,39.17
2521,2521,35.0
2522,2522,35.0
2523,2523,36.59
2524,2524,39.0
2525,2525,41.3
2526,2526,43.17
2527,2527,42.3
2528,2528,42.13
2529,2529,42.13
2530,2530,40.5
2531,2531,40.5
2532,2532,40.9
2533,2533,42.0
2534,2534,41.0
2535,2535,41.0
2536,2536,40.14
2537,2537,40.4
2538,2538,41.3
2539,2539,41.0
2540,2540,41.0
2541,2541,40.7
2542,2542,40.0
2543,2543,33.0
2544,2544,33.5
2545,2545,32.99
2546,2546,35.02
2547,2547,35.02
2548,2548,35.36
2549,2549,39.08
2550,2550,45.68
2551,2551,50.43
2552,2552,42.5
2553,2553,41.8
2554,2554,41.3
2555,2555,39.72
2556,2556,38.6
2557,2557,43.27
2558,2558,38.98
2559,2559,0.0
2560,2560,39.5
2561,2561,38.73
2562,2562,41.13
2563,2563,41.0
2564,2564,48.09
2565,2565,41.0
2566,2566,41.0
2567,2567,39.0
2568,2568,37.5
2569,2569,35.47
2570,2570,35.47
2571,2571,35.47
2572,2572,35.06
2573,2573,38.07
2574,2574,40.0
2575,2575,40.5
2576,2576,40.5
2577,2577,40.5
2578,2578,40.42
2579,2579,39.0
2580,2580,37.71
2581,2581,39.0
2582,2582,36.5
2583,2583,36.5
2584,2584,36.5
2585,2585,37.5
2586,2586,40.0
2587,2587,40.0
2588,2588,40.0
2589,2589,40.0
2590,2590,40.0
2591,2591,35.6
2592,2592,34.0
2593,2593,34.0
2594,2594,32.5
2595,2595,32.5
2596,2596,32.5
2597,2597,32.8
2598,2598,37.1
2599,2599,38.5
2600,2600,39.1
2601,2601,40.09
2602,2602,42.97
2603,2603,42.76
2604,2604,42.28
2605,2605,41.93
2606,2606,41.4
2607,2607,40.99
2608,2608,41.79
2609,2609,42.22
2610,2610,42.97
2611,2611,40.5
2612,2612,38.52
2613,2613,38.8
2614,2614,40.5
2615,2615,39.1
2616,2616,42.45
2617,2617,40.96
2618,2618,40.46
2619,2619,40.75
2620,2620,41.26
2621,2621,40.13
2622,2622,38.8
2623,2623,38.8
2624,2624,38.8
2625,2625,40.0
2626,2626,42.88
2627,2627,42.01
2628,2628,41.5
2629,2629,40.99
2630,2630,40.71
2631,2631,40.18
2632,2632,40.46
2633,2633,41.16
2634,2634,43.33
2635,2635,40.5
2636,2636,40.5
2637,2637,39.26
2638,2638,38.0
2639,2639,37.5
2640,2640,34.36
2641,2641,32.0
2642,2642,30.7
2643,2643,30.0
2644,2644,30.0
2645,2645,26.7
2646,2646,20.82
2647,2647,20.82
2648,2648,32.0
2649,2649,40.0
2650,2650,40.0
2651,2651,37.5
2652,2652,37.5
2653,2653,37.5
2654,2654,36.2
2655,2655,33.0
2656,2656,32.0
2657,2657,33.0
2658,2658,36.0
2659,2659,39.0
2660,2660,46.08
2661,2661,38.5
2662,2662,31.24
2663,2663,31.24
2664,2664,15.62
2665,2665,16.5
2666,2666,16.5
2667,2667,16.5
2668,2668,16.5
2669,2669,16.5
2670,2670,16.5
2671,2671,18.0
2672,2672,36.4
2673,2673,36.44
2674,2674,41.44
2675,2675,41.08
2676,2676,37.5
2677,2677,10.25
2678,2678,26.6
2679,2679,27.07
2680,2680,22.73
2681,2681,34.0
2682,2682,22.25
2683,2683,21.66
2684,2684,22.18
2685,2685,2.98
2686,2686,-9.0
2687,2687,-15.21
2688,2688,-12.0
2689,2689,-19.42
2690,2690,-12.0
2691,2691,-12.0
2692,2692,-9.56
2693,2693,-2.5
2694,2694,25.3
2695,2695,36.1
2696,2696,37.0
2697,2697,38.5
2698,2698,16.47
2699,2699,0.03
2700,2700,-9.98
2701,2701,-9.97
2702,2702,-4.49
2703,2703,0.13
2704,2704,13.08
2705,2705,31.56
2706,2706,38.58
2707,2707,41.11
2708,2708,38.4
2709,2709,35.9
2710,2710,29.37
2711,2711,23.71
2712,2712,2.18
2713,2713,4.09
2714,2714,3.93
2715,2715,3.55
2716,2716,5.35
2717,2717,20.1
2718,2718,30.77
2719,2719,38.2
2720,2720,43.85
2721,2721,41.97
2722,2722,40.96
2723,2723,39.84
2724,2724,38.63
2725,2725,34.0
2726,2726,33.03
2727,2727,35.19
2728,2728,36.69
2729,2729,40.86
2730,2730,44.91
2731,2731,42.56
2732,2732,42.28
2733,2733,41.4
2734,2734,38.1
2735,2735,31.0
2736,2736,26.1
2737,2737,15.6
2738,2738,5.0
2739,2739,5.0
2740,2740,2.5
2741,2741,27.0
2742,2742,36.5
2743,2743,40.5
2744,2744,39.52
2745,2745,42.5
2746,2746,37.0
2747,2747,41.15
2748,2748,40.8
2749,2749,40.68
2750,2750,40.23
2751,2751,40.13
2752,2752,40.27
2753,2753,41.21
2754,2754,46.22
2755,2755,57.49
2756,2756,59.9
2757,2757,47.78
2758,2758,41.2
2759,2759,31.6
2760,2760,32.0
2761,2761,31.0
2762,2762,25.33
2763,2763,25.33
2764,2764,25.33
2765,2765,40.06
2766,2766,44.39
2767,2767,52.31
2768,2768,55.03
2769,2769,52.94
2770,2770,49.93
2771,2771,46.94
2772,2772,43.56
2773,2773,42.56
2774,2774,41.3
2775,2775,41.51
2776,2776,42.1
2777,2777,45.08
2778,2778,41.35
2779,2779,40.5
2780,2780,35.5
2781,2781,35.4
2782,2782,35.0
2783,2783,32.0
2784,2784,32.02
2785,2785,21.74
2786,2786,11.5
2787,2787,11.5
2788,2788,11.5
2789,2789,0.0
2790,2790,-4.0
2791,2791,2.0
2792,2792,26.91
2793,2793,38.04
2794,2794,38.02
2795,2795,37.57
2796,2796,31.0
2797,2797,31.55
2798,2798,30.89
2799,2799,30.98
2800,2800,15.53
2801,2801,33.92
2802,2802,38.02
2803,2803,39.92
2804,2804,39.25
2805,2805,26.7
2806,2806,10.35
2807,2807,10.35
2808,2808,31.24
2809,2809,10.32
2810,2810,1.03
2811,2811,0.0
2812,2812,0.0
2813,2813,0.0
2814,2814,0.0
2815,2815,0.1
2816,2816,5.0
2817,2817,34.41
2818,2818,34.48
2819,2819,35.53
2820,2820,32.6
2821,2821,24.76
2822,2822,10.0
2823,2823,10.0
2824,2824,24.76
2825,2825,35.51
2826,2826,41.68
2827,2827,45.32
2828,2828,47.75
2829,2829,46.07
2830,2830,42.05
2831,2831,41.67
2832,2832,38.53
2833,2833,36.22
2834,2834,35.57
2835,2835,35.01
2836,2836,34.18
2837,2837,34.04
2838,2838,36.0
2839,2839,38.5
2840,2840,39.5
2841,2841,38.5
2842,2842,37.5
2843,2843,37.5
2844,2844,37.5
2845,2845,43.0
2846,2846,35.7
2847,2847,35.9
2848,2848,35.9
2849,2849,35.1
2850,2850,44.97
2851,2851,47.08
2852,2852,47.81
2853,2853,46.81
2854,2854,44.86
2855,2855,38.43
2856,2856,34.0
2857,2857,36.07
2858,2858,35.0
2859,2859,26.0
2860,2860,24.0
2861,2861,24.0
2862,2862,30.5
2863,2863,34.0
2864,2864,35.1
2865,2865,37.5
2866,2866,47.43
2867,2867,44.85
2868,2868,41.84
2869,2869,41.25
2870,2870,40.12
2871,2871,40.02
2872,2872,40.11
2873,2873,36.5
2874,2874,35.9
2875,2875,34.06
2876,2876,22.0
2877,2877,18.0
2878,2878,18.0
2879,2879,0.0
2880,2880,38.0
2881,2881,35.2
2882,2882,32.64
2883,2883,11.37
2884,2884,10.34
2885,2885,-3.0
2886,2886,-6.0
2887,2887,-4.8
2888,2888,-3.35
2889,2889,29.4
2890,2890,28.88
2891,2891,28.65
2892,2892,21.12
2893,2893,4.9
2894,2894,-2.46
2895,2895,-2.82
2896,2896,-10.05
2897,2897,-9.65
2898,2898,-8.76
2899,2899,34.51
2900,2900,37.25
2901,2901,33.2
2902,2902,33.68
2903,2903,12.78
2904,2904,13.04
2905,2905,5.06
2906,2906,5.01
2907,2907,0.47
2908,2908,2.73
2909,2909,6.74
2910,2910,31.0
2911,2911,32.99
2912,2912,35.57
2913,2913,40.86
2914,2914,39.7
2915,2915,37.32
2916,2916,31.42
2917,2917,31.9
2918,2918,34.32
2919,2919,37.0
2920,2920,37.48
2921,2921,39.85
2922,2922,40.07
2923,2923,40.67
2924,2924,41.48
2925,2925,41.71
2926,2926,41.11
2927,2927,40.37
2928,2928,33.29
2929,2929,34.9
2930,2930,33.6
2931,2931,32.48
2932,2932,33.1
2933,2933,35.96
2934,2934,41.95
2935,2935,46.99
2936,2936,50.1
2937,2937,47.94
2938,2938,46.9
2939,2939,41.93
2940,2940,41.79
2941,2941,39.84
2942,2942,36.66
2943,2943,35.61
2944,2944,-6.43
2945,2945,38.89
2946,2946,42.01
2947,2947,43.96
2948,2948,44.57
2949,2949,44.92
2950,2950,42.29
2951,2951,41.7
2952,2952,39.72
